character,CHAPEL,CHEKOV,COMMANDER,COMPUTER,KIRK,MCCOY,MUDD,SCOTT,SPOCK,SULU,TRELANE,UHURA,total_lines,ep,season,title
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,The Man Trap
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,The Man Trap
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,The Man Trap
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,The Man Trap
KIRK,0,0,0,0,0,72,0,1,43,11,0,5,113,1,1,The Man Trap
MCCOY,0,0,0,0,72,0,0,0,15,2,0,1,77,1,1,The Man Trap
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,The Man Trap
SCOTT,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,The Man Trap
SPOCK,0,0,0,0,43,15,0,0,0,2,0,12,45,1,1,The Man Trap
SULU,0,0,0,0,11,2,0,0,2,0,0,5,23,1,1,The Man Trap
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,The Man Trap
UHURA,0,0,0,0,5,1,0,0,12,5,0,2,19,1,1,The Man Trap
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Charlie X
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Charlie X
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Charlie X
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Charlie X
KIRK,0,0,0,0,2,15,0,0,38,0,0,18,115,2,1,Charlie X
MCCOY,0,0,0,0,15,2,0,0,7,0,0,0,22,2,1,Charlie X
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Charlie X
SCOTT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Charlie X
SPOCK,0,0,0,0,38,7,0,0,0,0,0,1,33,2,1,Charlie X
SULU,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Charlie X
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Charlie X
UHURA,0,0,0,0,18,0,0,0,1,0,0,2,16,2,1,Charlie X
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Where No Man Has Gone Before
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Where No Man Has Gone Before
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Where No Man Has Gone Before
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Where No Man Has Gone Before
KIRK,0,0,0,0,2,0,0,5,45,1,0,0,91,3,1,Where No Man Has Gone Before
MCCOY,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Where No Man Has Gone Before
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Where No Man Has Gone Before
SCOTT,0,0,0,0,5,0,0,0,1,1,0,0,7,3,1,Where No Man Has Gone Before
SPOCK,0,0,0,0,45,0,0,1,0,1,0,0,39,3,1,Where No Man Has Gone Before
SULU,0,0,0,0,1,0,0,1,1,0,0,0,2,3,1,Where No Man Has Gone Before
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Where No Man Has Gone Before
UHURA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Where No Man Has Gone Before
CHAPEL,0,0,0,0,1,11,0,0,12,0,0,0,16,4,1,The Naked Time
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,The Naked Time
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,The Naked Time
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,The Naked Time
KIRK,1,0,0,0,0,15,0,27,64,16,0,26,103,4,1,The Naked Time
MCCOY,11,0,0,0,15,0,0,0,4,3,0,0,26,4,1,The Naked Time
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,The Naked Time
SCOTT,0,0,0,0,27,0,0,2,11,0,0,4,29,4,1,The Naked Time
SPOCK,12,0,0,0,64,4,0,11,4,5,0,12,80,4,1,The Naked Time
SULU,0,0,0,0,16,3,0,0,5,0,0,7,32,4,1,The Naked Time
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,The Naked Time
UHURA,0,0,0,0,26,0,0,4,12,7,0,0,30,4,1,The Naked Time
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,The Enemy Within
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,The Enemy Within
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,The Enemy Within
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,The Enemy Within
KIRK,0,0,0,0,10,24,0,30,65,10,0,3,114,5,1,The Enemy Within
MCCOY,0,0,0,0,24,0,0,0,14,0,0,0,24,5,1,The Enemy Within
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,The Enemy Within
SCOTT,0,0,0,0,30,0,0,0,4,0,0,0,24,5,1,The Enemy Within
SPOCK,0,0,0,0,65,14,0,4,2,1,0,0,50,5,1,The Enemy Within
SULU,0,0,0,0,10,0,0,0,1,0,0,0,11,5,1,The Enemy Within
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,The Enemy Within
UHURA,0,0,0,0,3,0,0,0,0,0,0,0,2,5,1,The Enemy Within
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Mudd's Women
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Mudd's Women
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Mudd's Women
COMPUTER,0,0,0,0,5,0,11,0,1,0,0,0,9,6,1,Mudd's Women
KIRK,0,0,0,5,0,10,34,19,27,11,0,8,93,6,1,Mudd's Women
MCCOY,0,0,0,0,10,0,3,0,5,0,0,0,19,6,1,Mudd's Women
MUDD,0,0,0,11,34,3,0,3,12,0,0,0,61,6,1,Mudd's Women
SCOTT,0,0,0,0,19,0,3,0,10,2,0,1,20,6,1,Mudd's Women
SPOCK,0,0,0,1,27,5,12,10,0,4,0,0,35,6,1,Mudd's Women
SULU,0,0,0,0,11,0,0,2,4,0,0,0,18,6,1,Mudd's Women
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Mudd's Women
UHURA,0,0,0,0,8,0,0,1,0,0,0,0,5,6,1,Mudd's Women
CHAPEL,8,0,0,0,13,0,0,0,1,0,0,0,35,7,1,What Are Little Girls Made
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,What Are Little Girls Made
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,What Are Little Girls Made
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,What Are Little Girls Made
KIRK,13,0,0,0,6,0,0,0,14,0,0,1,71,7,1,What Are Little Girls Made
MCCOY,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,What Are Little Girls Made
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,What Are Little Girls Made
SCOTT,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,What Are Little Girls Made
SPOCK,1,0,0,0,14,0,0,0,8,0,0,1,18,7,1,What Are Little Girls Made
SULU,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,What Are Little Girls Made
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,What Are Little Girls Made
UHURA,0,0,0,0,1,0,0,0,1,0,0,0,1,7,1,What Are Little Girls Made
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Miri
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Miri
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Miri
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Miri
KIRK,0,0,0,0,0,32,0,0,45,0,0,0,100,8,1,Miri
MCCOY,0,0,0,0,32,0,0,0,25,0,0,0,42,8,1,Miri
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Miri
SCOTT,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Miri
SPOCK,0,0,0,0,45,25,0,0,0,0,0,0,49,8,1,Miri
SULU,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Miri
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Miri
UHURA,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Miri
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Dagger Of The Mind
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Dagger Of The Mind
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Dagger Of The Mind
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Dagger Of The Mind
KIRK,0,0,0,0,2,22,0,0,27,0,0,7,110,9,1,Dagger Of The Mind
MCCOY,0,0,0,0,22,0,0,0,10,0,0,0,22,9,1,Dagger Of The Mind
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Dagger Of The Mind
SCOTT,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Dagger Of The Mind
SPOCK,0,0,0,0,27,10,0,0,0,0,0,2,44,9,1,Dagger Of The Mind
SULU,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Dagger Of The Mind
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Dagger Of The Mind
UHURA,0,0,0,0,7,0,0,0,2,0,0,0,9,9,1,Dagger Of The Mind
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,The Corbomite Maneuver
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,The Corbomite Maneuver
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,The Corbomite Maneuver
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,The Corbomite Maneuver
KIRK,0,0,0,0,2,25,0,11,47,27,0,13,99,10,1,The Corbomite Maneuver
MCCOY,0,0,0,0,25,0,0,1,3,1,0,0,22,10,1,The Corbomite Maneuver
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,The Corbomite Maneuver
SCOTT,0,0,0,0,11,1,0,0,1,1,0,0,7,10,1,The Corbomite Maneuver
SPOCK,0,0,0,0,47,3,0,1,0,10,0,0,44,10,1,The Corbomite Maneuver
SULU,0,0,0,0,27,1,0,1,10,0,0,0,26,10,1,The Corbomite Maneuver
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,The Corbomite Maneuver
UHURA,0,0,0,0,13,0,0,0,0,0,0,0,7,10,1,The Corbomite Maneuver
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,The Menagerie (part 1)
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,The Menagerie (part 1)
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,The Menagerie (part 1)
COMPUTER,0,0,0,0,3,0,0,0,6,0,0,0,7,11,1,The Menagerie (part 1)
KIRK,0,0,0,3,0,16,0,1,15,0,0,7,52,11,1,The Menagerie (part 1)
MCCOY,0,0,0,0,16,0,0,0,13,0,0,0,21,11,1,The Menagerie (part 1)
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,The Menagerie (part 1)
SCOTT,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,The Menagerie (part 1)
SPOCK,0,0,0,6,15,13,0,0,0,0,0,3,42,11,1,The Menagerie (part 1)
SULU,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,The Menagerie (part 1)
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,The Menagerie (part 1)
UHURA,0,0,0,0,7,0,0,0,3,0,0,0,10,11,1,The Menagerie (part 1)
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Menagerie (part 2)
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Menagerie (part 2)
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Menagerie (part 2)
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Menagerie (part 2)
KIRK,0,0,0,0,2,0,0,0,11,0,0,0,12,12,1,The Menagerie (part 2)
MCCOY,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Menagerie (part 2)
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Menagerie (part 2)
SCOTT,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Menagerie (part 2)
SPOCK,0,0,0,0,11,0,0,0,0,0,0,0,26,12,1,The Menagerie (part 2)
SULU,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Menagerie (part 2)
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Menagerie (part 2)
UHURA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,The Menagerie (part 2)
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,The Conscience of the King
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,The Conscience of the King
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,The Conscience of the King
COMPUTER,0,0,0,0,16,0,0,0,5,0,0,0,12,13,1,The Conscience of the King
KIRK,0,0,0,16,4,17,0,0,41,0,0,8,125,13,1,The Conscience of the King
MCCOY,0,0,0,0,17,2,0,0,31,0,0,0,31,13,1,The Conscience of the King
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,The Conscience of the King
SCOTT,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,The Conscience of the King
SPOCK,0,0,0,5,41,31,0,0,0,0,0,1,43,13,1,The Conscience of the King
SULU,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,The Conscience of the King
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,The Conscience of the King
UHURA,0,0,0,0,8,0,0,0,1,0,0,4,15,13,1,The Conscience of the King
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Balance of Terror
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Balance of Terror
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,33,14,1,Balance of Terror
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Balance of Terror
KIRK,0,0,0,0,6,10,0,8,59,29,0,24,114,14,1,Balance of Terror
MCCOY,0,0,0,0,10,0,0,0,7,0,0,0,11,14,1,Balance of Terror
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Balance of Terror
SCOTT,0,0,0,0,8,0,0,0,0,0,0,0,5,14,1,Balance of Terror
SPOCK,0,0,0,0,59,7,0,0,4,7,0,9,53,14,1,Balance of Terror
SULU,0,0,0,0,29,0,0,0,7,0,0,1,29,14,1,Balance of Terror
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Balance of Terror
UHURA,0,0,0,0,24,0,0,0,9,1,0,0,20,14,1,Balance of Terror
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,Shore Leave
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,Shore Leave
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,Shore Leave
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,Shore Leave
KIRK,0,0,0,0,18,34,0,0,48,28,0,11,123,15,1,Shore Leave
MCCOY,0,0,0,0,34,0,0,0,1,9,0,2,45,15,1,Shore Leave
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,Shore Leave
SCOTT,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,Shore Leave
SPOCK,0,0,0,0,48,1,0,0,0,0,0,0,35,15,1,Shore Leave
SULU,0,0,0,0,28,9,0,0,0,2,0,0,23,15,1,Shore Leave
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,Shore Leave
UHURA,0,0,0,0,11,2,0,0,0,0,0,0,8,15,1,Shore Leave
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,The Galileo Seven
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,The Galileo Seven
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,The Galileo Seven
COMPUTER,0,0,0,0,0,0,0,0,0,1,0,0,1,16,1,The Galileo Seven
KIRK,0,0,0,0,0,0,0,0,11,22,0,29,59,16,1,The Galileo Seven
MCCOY,0,0,0,0,0,0,0,11,62,0,0,0,50,16,1,The Galileo Seven
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,The Galileo Seven
SCOTT,0,0,0,0,0,11,0,2,62,0,0,0,45,16,1,The Galileo Seven
SPOCK,0,0,0,0,11,62,0,62,14,0,0,1,132,16,1,The Galileo Seven
SULU,0,0,0,1,22,0,0,0,0,0,0,2,14,16,1,The Galileo Seven
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,The Galileo Seven
UHURA,0,0,0,0,29,0,0,0,1,2,0,0,21,16,1,The Galileo Seven
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,The Squire of Gothos
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,The Squire of Gothos
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,The Squire of Gothos
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,The Squire of Gothos
KIRK,0,0,0,0,2,7,0,3,39,10,153,4,120,17,1,The Squire of Gothos
MCCOY,0,0,0,0,7,0,0,1,7,3,4,2,17,17,1,The Squire of Gothos
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,The Squire of Gothos
SCOTT,0,0,0,0,3,1,0,0,11,0,0,0,9,17,1,The Squire of Gothos
SPOCK,0,0,0,0,39,7,0,11,4,2,12,3,45,17,1,The Squire of Gothos
SULU,0,0,0,0,10,3,0,0,2,0,8,1,14,17,1,The Squire of Gothos
TRELANE,0,0,0,0,153,4,0,0,12,8,18,2,120,17,1,The Squire of Gothos
UHURA,0,0,0,0,4,2,0,0,3,1,2,0,8,17,1,The Squire of Gothos
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,Arena
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,Arena
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,Arena
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,Arena
KIRK,0,0,0,0,18,1,0,4,58,41,0,7,105,18,1,Arena
MCCOY,0,0,0,0,1,2,0,0,12,0,0,1,11,18,1,Arena
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,Arena
SCOTT,0,0,0,0,4,0,0,2,6,0,0,0,6,18,1,Arena
SPOCK,0,0,0,0,58,12,0,6,8,3,0,4,50,18,1,Arena
SULU,0,0,0,0,41,0,0,0,3,2,0,1,39,18,1,Arena
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,Arena
UHURA,0,0,0,0,7,1,0,0,4,1,0,0,8,18,1,Arena
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,Tomorrow is Yesterday
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,Tomorrow is Yesterday
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,Tomorrow is Yesterday
COMPUTER,0,0,0,0,9,0,0,0,1,0,0,0,6,19,1,Tomorrow is Yesterday
KIRK,0,0,0,9,6,10,0,7,70,17,0,5,121,19,1,Tomorrow is Yesterday
MCCOY,0,0,0,0,10,0,0,0,14,0,0,0,15,19,1,Tomorrow is Yesterday
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,Tomorrow is Yesterday
SCOTT,0,0,0,0,7,0,0,0,8,0,0,0,13,19,1,Tomorrow is Yesterday
SPOCK,0,0,0,1,70,14,0,8,4,8,0,3,74,19,1,Tomorrow is Yesterday
SULU,0,0,0,0,17,0,0,0,8,0,0,1,19,19,1,Tomorrow is Yesterday
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,Tomorrow is Yesterday
UHURA,0,0,0,0,5,0,0,0,3,1,0,0,5,19,1,Tomorrow is Yesterday
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,Court Martial
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,Court Martial
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,Court Martial
COMPUTER,0,0,0,0,3,1,0,0,2,0,0,0,11,20,1,Court Martial
KIRK,0,0,0,3,8,6,0,0,12,0,0,5,120,20,1,Court Martial
MCCOY,0,0,0,1,6,2,0,0,12,0,0,0,23,20,1,Court Martial
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,Court Martial
SCOTT,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,Court Martial
SPOCK,0,0,0,2,12,12,0,0,0,0,0,0,46,20,1,Court Martial
SULU,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,Court Martial
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,Court Martial
UHURA,0,0,0,0,5,0,0,0,0,0,0,0,7,20,1,Court Martial
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,The Return of The Archons
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,The Return of The Archons
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,The Return of The Archons
